N=50;
nK1=19;
nK2=18;
nK3=13;
K1=[1 	4 	10 	13 	20 	23 	25 	26 	28 	30 	34 	35 	36 	38 	39 	41 	46 	47 	50 	];
K2=[6 	8 	9 	11 	12 	16 	17 	18 	27 	31 	32 	33 	37 	40 	44 	45 	48 	49 	];
K3=[2 	3 	5 	7 	14 	15 	19 	21 	22 	24 	29 	42 	43 	];
DG=[4.650000e+01	5.550000e+01	75	42	6.450000e+01	69	6.750000e+01	6.450000e+01	3.450000e+01	3.150000e+01	63	30	3.450000e+01	6.750000e+01	6.150000e+01	5.250000e+01	66	48	4.050000e+01	5.850000e+01	69	4.050000e+01	54	3.450000e+01	5.250000e+01	6.150000e+01	54	54	51	7.350000e+01	4.350000e+01	69	6.150000e+01	4.050000e+01	4.950000e+01	4.350000e+01	69	4.950000e+01	54	4.050000e+01	4.650000e+01	4.950000e+01	63	72	3.150000e+01	60	3.750000e+01	51	63	5.250000e+01	];
LOAD=[31	37	50	28	43	46	45	43	23	21	42	20	23	45	41	35	44	32	27	39	46	27	36	23	35	41	36	36	34	49	29	46	41	27	33	29	46	33	36	27	31	33	42	48	21	40	25	34	42	35	];
DIST=[[0.000	4.369	7.426	8.102	6.215	3.772	6.665	5.233	5.678	8.471	4.565	7.845	3.809	1.482	4.747	4.945	7.452	7.266	7.666	0.822	3.604	3.103	9.733	0.734	8.624	5.890	4.588	4.959	0.985	0.157	3.080	5.931	6.075	6.640	3.846	4.371	8.714	1.088	5.351	5.492	4.685	8.699	3.962	4.533	3.889	3.606	6.659	6.785	7.123	2.717	]
[4.369	0.000	3.979	6.191	2.382	3.333	4.609	3.742	5.381	5.395	3.262	6.734	3.978	4.155	5.196	4.746	6.436	2.981	5.851	4.955	1.305	1.513	8.766	4.953	4.256	4.771	6.367	6.832	4.116	4.272	4.220	7.154	3.869	2.452	4.832	0.127	4.656	5.286	2.348	1.123	2.297	4.515	5.809	8.194	2.109	2.247	3.601	6.833	6.389	1.657	]
[7.426	3.979	0.000	3.193	1.632	7.311	2.287	3.001	4.511	1.486	3.335	4.379	7.958	7.766	9.169	4.414	4.289	2.392	3.087	7.693	5.276	4.457	6.048	7.753	3.675	3.459	6.864	7.232	7.569	7.285	8.151	6.876	2.083	4.375	5.494	3.877	1.932	7.994	5.841	3.467	6.095	2.328	6.604	9.831	6.074	3.848	0.912	5.589	4.551	5.180	]
[8.102	6.191	3.193	0.000	4.390	9.327	1.605	2.910	2.944	2.273	3.599	1.410	9.898	8.955	11.170	3.417	1.539	5.550	0.439	8.040	7.305	5.888	2.858	8.145	6.857	2.262	5.571	5.774	8.606	7.946	9.828	4.962	2.346	7.359	4.790	6.066	4.878	8.263	8.435	6.140	8.487	5.379	5.622	8.928	8.219	4.809	2.842	3.218	2.000	6.732	]
[6.215	2.382	1.632	4.390	0.000	5.699	3.024	2.942	4.728	3.102	2.921	5.308	6.352	6.352	7.551	4.368	5.111	1.528	4.155	6.606	3.687	3.125	7.199	6.645	3.143	3.786	6.627	7.052	6.213	6.086	6.593	6.969	2.431	2.971	5.107	2.289	2.503	6.926	4.231	1.854	4.464	2.556	6.232	9.224	4.455	2.862	1.549	6.052	5.238	3.741	]
[3.772	3.333	7.311	9.327	5.699	0.000	7.722	6.577	7.855	8.725	5.942	9.630	0.668	2.496	1.869	7.109	9.284	5.951	8.947	4.594	2.059	3.513	11.675	4.501	6.739	7.554	7.815	8.255	2.875	3.798	1.310	8.978	6.982	4.328	6.577	3.439	7.780	4.844	2.339	4.046	1.632	7.526	7.169	8.304	1.255	4.671	6.906	9.246	9.122	2.701	]
[6.665	4.609	2.287	1.605	3.024	7.722	0.000	1.437	2.326	2.230	2.100	2.285	8.294	7.422	9.566	2.446	2.099	4.381	1.242	6.691	5.702	4.294	4.223	6.785	5.859	1.292	4.882	5.192	7.096	6.509	8.239	4.678	0.744	5.971	3.749	4.483	4.208	6.942	6.888	4.650	6.906	4.614	4.759	8.093	6.619	3.243	1.580	3.303	2.291	5.136	]
[5.233	3.742	3.001	2.910	2.942	6.577	1.437	0.000	1.802	3.492	0.689	3.059	7.107	6.045	8.380	1.458	2.728	4.465	2.486	5.255	4.642	3.070	5.107	5.348	6.068	1.029	3.870	4.252	5.698	5.078	6.965	4.039	0.993	5.587	2.512	3.617	4.867	5.509	6.090	4.106	5.977	5.153	3.608	6.877	5.569	1.936	2.092	3.198	2.648	3.907	]
[5.678	5.381	4.511	2.944	4.728	7.855	2.326	1.802	0.000	4.521	2.121	2.221	8.305	6.809	9.551	0.763	1.827	6.241	2.543	5.432	6.088	4.399	4.057	5.554	7.828	1.055	2.651	2.907	6.379	5.525	8.002	2.367	2.454	7.371	1.960	5.261	6.440	5.603	7.712	5.870	7.506	6.791	2.681	5.988	6.995	3.261	3.661	1.453	1.449	5.162	]
[8.471	5.395	1.486	2.273	3.102	8.725	2.230	3.492	4.521	0.000	4.033	3.657	9.361	8.979	10.591	4.673	3.699	3.773	2.369	8.628	6.673	5.672	4.978	8.706	4.817	3.515	7.112	7.413	8.733	8.322	9.498	6.827	2.508	5.833	5.948	5.286	2.687	8.906	7.325	4.949	7.563	3.221	6.983	10.310	7.503	4.872	1.873	5.264	4.084	6.452	]
[4.565	3.262	3.335	3.599	2.921	5.942	2.100	0.689	2.121	4.033	0.000	3.691	6.456	5.356	7.727	1.545	3.341	4.439	3.175	4.625	4.053	2.429	5.733	4.712	6.058	1.612	3.709	4.131	5.011	4.410	6.291	4.117	1.541	5.303	2.217	3.142	5.100	4.891	5.601	3.782	5.431	5.322	3.345	6.501	4.976	1.275	2.433	3.572	3.203	3.255	]
[7.845	6.734	4.379	1.410	5.308	9.630	2.285	3.059	2.221	3.657	3.691	0.000	10.147	8.887	11.416	2.907	0.395	6.630	1.316	7.642	7.699	6.118	2.048	7.761	8.045	2.084	4.610	4.729	8.485	7.690	9.953	3.772	2.945	8.251	4.180	6.608	6.183	7.820	9.064	6.899	9.007	6.657	4.797	7.978	8.626	4.966	3.828	1.949	0.835	6.946	]
[3.809	3.978	7.958	9.898	6.352	0.668	8.294	7.107	8.305	9.361	6.456	10.147	0.000	2.399	1.274	7.551	9.792	6.619	9.510	4.621	2.688	4.037	12.185	4.514	7.387	8.064	8.080	8.506	2.848	3.861	0.894	9.294	7.560	4.967	6.923	4.082	8.448	4.838	2.944	4.713	2.264	8.193	7.431	8.298	1.921	5.181	7.531	9.670	9.609	3.202	]
[1.482	4.155	7.766	8.955	6.352	2.496	7.422	6.045	6.809	8.979	5.356	8.887	2.399	0.000	3.267	6.051	8.503	7.135	8.530	2.259	3.050	3.315	10.850	2.142	8.304	6.845	6.017	6.406	0.501	1.572	1.611	7.330	6.756	6.088	5.116	4.199	8.775	2.450	4.460	5.220	3.735	8.665	5.380	5.901	2.982	4.191	7.111	8.029	8.224	2.611	]
[4.747	5.196	9.169	11.170	7.551	1.869	9.566	8.380	9.551	10.591	7.727	11.416	1.274	3.267	0.000	8.794	11.060	7.697	10.784	5.521	3.928	5.310	13.453	5.400	8.312	9.333	9.192	9.604	3.762	4.828	1.678	10.446	8.830	5.885	8.108	5.305	9.548	5.690	3.814	5.844	3.245	9.256	8.545	9.088	3.096	6.452	8.775	10.900	10.870	4.473	]
[4.945	4.746	4.414	3.417	4.368	7.109	2.446	1.458	0.763	4.673	1.545	2.907	7.551	6.051	8.794	0.000	2.512	5.896	2.988	4.740	5.380	3.680	4.804	4.857	7.507	1.206	2.466	2.819	5.626	4.791	7.240	2.602	2.337	6.848	1.374	4.631	6.309	4.929	7.054	5.325	6.814	6.608	2.314	5.653	6.278	2.565	3.517	2.148	2.182	4.424	]
[7.452	6.436	4.289	1.539	5.111	9.284	2.099	2.728	1.827	3.699	3.341	0.395	9.792	8.503	11.060	2.512	0.000	6.478	1.330	7.247	7.370	5.770	2.393	7.366	7.931	1.729	4.256	4.394	8.098	7.298	9.584	3.482	2.708	8.030	3.787	6.310	6.139	7.425	8.774	6.648	8.696	6.596	4.422	7.628	8.297	4.614	3.673	1.691	0.493	6.593	]
[7.266	2.981	2.392	5.550	1.528	5.951	4.381	4.465	6.241	3.773	4.439	6.630	6.619	7.135	7.697	5.896	6.478	0.000	5.392	7.763	4.170	4.191	8.407	7.783	1.619	5.273	8.138	8.568	7.091	7.154	7.044	8.496	3.878	2.146	6.604	2.946	1.861	8.092	3.993	1.950	4.456	1.578	7.722	10.623	4.712	4.223	2.806	7.534	6.654	4.604	]
[7.666	5.851	3.087	0.439	4.155	8.947	1.242	2.486	2.543	2.369	3.175	1.316	9.510	8.530	10.784	2.988	1.330	5.392	0.000	7.601	6.938	5.490	3.044	7.706	6.762	1.824	5.185	5.405	8.177	7.509	9.423	4.639	1.986	7.125	4.362	5.725	4.867	7.824	8.123	5.858	8.148	5.346	5.214	8.531	7.856	4.398	2.623	2.950	1.740	6.333	]
[0.822	4.955	7.693	8.040	6.606	4.594	6.691	5.255	5.432	8.628	4.625	7.642	4.621	2.259	5.521	4.740	7.247	7.763	7.601	0.000	4.317	3.573	9.449	0.139	9.185	5.787	4.006	4.339	1.778	0.812	3.869	5.383	6.164	7.302	3.509	4.940	9.107	0.332	6.117	6.072	5.468	9.136	3.413	3.712	4.672	3.847	6.876	6.413	6.879	3.338	]
[3.604	1.305	5.276	7.305	3.687	2.059	5.702	4.642	6.088	6.673	4.053	7.699	2.688	3.050	3.928	5.380	7.370	4.170	6.938	4.317	0.000	1.706	9.746	4.281	5.258	5.652	6.564	7.027	3.119	3.543	2.921	7.548	4.959	3.072	5.133	1.400	5.918	4.636	1.913	2.222	1.465	5.736	5.949	7.850	0.927	2.828	4.847	7.526	7.256	1.148	]
[3.103	1.513	4.457	5.888	3.125	3.513	4.294	3.070	4.399	5.672	2.429	6.118	4.037	3.315	5.310	3.680	5.770	4.191	5.490	3.573	1.706	0.000	8.162	3.592	5.629	4.041	4.959	5.426	3.116	2.981	3.946	5.870	3.576	3.965	3.474	1.459	5.617	3.902	3.498	2.568	3.160	5.597	4.372	6.685	2.598	1.160	3.800	5.828	5.617	0.844	]
[9.733	8.766	6.048	2.858	7.199	11.675	4.223	5.107	4.057	4.978	5.733	2.048	12.185	10.850	13.453	4.804	2.393	8.407	3.044	9.449	9.746	8.162	0.000	9.576	9.702	4.122	5.978	5.958	10.429	9.580	11.970	4.809	4.932	10.168	5.941	8.640	7.658	9.594	11.084	8.874	11.046	8.180	6.324	9.205	10.674	7.007	5.665	3.140	2.626	8.986	]
[0.734	4.953	7.753	8.145	6.645	4.501	6.785	5.348	5.554	8.706	4.712	7.761	4.514	2.142	5.400	4.857	7.366	7.783	7.706	0.139	4.281	3.592	9.576	0.000	9.191	5.895	4.145	4.478	1.668	0.748	3.753	5.522	6.249	7.283	3.636	4.942	9.147	0.359	6.064	6.072	5.408	9.168	3.552	3.803	4.611	3.906	6.944	6.544	7.002	3.324	]
[8.624	4.256	3.675	6.857	3.143	6.739	5.859	6.068	7.828	4.817	6.058	8.045	7.387	8.304	8.312	7.507	7.931	1.619	6.762	9.185	5.258	5.629	9.702	9.191	0.000	6.838	9.755	10.186	8.331	8.525	7.954	10.105	5.424	2.429	8.219	4.255	2.235	9.516	4.499	3.135	5.126	1.684	9.333	12.184	5.585	5.795	4.284	9.086	8.149	5.912	]
[5.890	4.771	3.459	2.262	3.786	7.554	1.292	1.029	1.055	3.515	1.612	2.084	8.064	6.845	9.333	1.206	1.729	5.273	1.824	5.787	5.652	4.041	4.122	5.895	6.838	0.000	3.598	3.901	6.462	5.733	7.872	3.422	1.423	6.558	2.568	4.646	5.389	6.004	7.119	5.102	7.001	5.749	3.510	6.850	6.578	2.885	2.621	2.266	1.619	4.864	]
[4.588	6.367	6.864	5.571	6.627	7.815	4.882	3.870	2.651	7.112	3.709	4.610	8.080	6.017	9.192	2.466	4.256	8.138	5.185	4.006	6.564	4.959	5.978	4.145	9.755	3.598	0.000	0.467	5.521	4.468	7.520	1.391	4.797	8.727	1.562	6.276	8.735	4.030	8.441	7.203	8.018	9.001	0.649	3.373	7.328	4.166	5.959	2.848	3.777	5.433	]
[4.959	6.832	7.232	5.774	7.052	8.255	5.192	4.252	2.907	7.413	4.131	4.729	8.506	6.406	9.604	2.819	4.394	8.568	5.405	4.339	7.027	5.426	5.958	4.478	10.186	3.901	0.467	0.000	5.907	4.846	7.928	1.197	5.155	9.188	2.018	6.741	9.119	4.336	8.907	7.662	8.480	9.399	1.090	3.272	7.786	4.627	6.333	2.876	3.905	5.895	]
[0.985	4.116	7.569	8.606	6.213	2.875	7.096	5.698	6.379	8.733	5.011	8.485	2.848	0.501	3.762	5.626	8.098	7.091	8.177	1.778	3.119	3.116	10.429	1.668	8.331	6.462	5.521	5.907	0.000	1.071	2.096	6.839	6.450	6.189	4.649	4.146	8.672	1.991	4.683	5.213	3.976	8.594	4.884	5.455	3.196	3.894	6.876	7.573	7.805	2.499	]
[0.157	4.272	7.285	7.946	6.086	3.798	6.509	5.078	5.525	8.322	4.410	7.690	3.861	1.572	4.828	4.791	7.298	7.154	7.509	0.812	3.543	2.981	9.580	0.748	8.525	5.733	4.468	4.846	1.071	0.000	3.155	5.804	5.921	6.565	3.700	4.270	8.587	1.108	5.316	5.394	4.660	8.577	3.839	4.517	3.863	3.459	6.513	6.639	6.969	2.625	]
[3.080	4.220	8.151	9.828	6.593	1.310	8.239	6.965	8.002	9.498	6.291	9.953	0.894	1.611	1.678	7.240	9.584	7.044	9.423	3.869	2.921	3.946	11.970	3.753	7.954	7.872	7.520	7.928	2.096	3.155	0.000	8.787	7.522	5.572	6.475	4.306	8.829	4.058	3.636	5.100	2.911	8.621	6.874	7.497	2.371	5.031	7.636	9.313	9.361	3.107	]
[5.931	7.154	6.876	4.962	6.969	8.978	4.678	4.039	2.367	6.827	4.117	3.772	9.294	7.330	10.446	2.602	3.482	8.496	4.639	5.383	7.548	5.870	4.809	5.522	10.105	3.422	1.391	1.197	6.839	5.804	8.787	0.000	4.808	9.386	2.423	7.049	8.803	5.418	9.363	7.853	9.013	9.142	1.974	4.396	8.373	4.907	6.016	1.834	2.991	6.460	]
[6.075	3.869	2.083	2.346	2.431	6.982	0.744	0.993	2.454	2.508	1.541	2.945	7.560	6.756	8.830	2.337	2.708	3.878	1.986	6.164	4.959	3.576	4.932	6.249	5.424	1.423	4.797	5.155	6.450	5.921	7.522	4.808	0.000	5.322	3.496	3.742	3.998	6.431	6.159	3.954	6.165	4.337	4.577	7.865	5.875	2.565	1.208	3.662	2.807	4.416	]
[6.640	2.452	4.375	7.359	2.971	4.328	5.971	5.587	7.371	5.833	5.303	8.251	4.967	6.088	5.885	6.848	8.030	2.146	7.125	7.302	3.072	3.965	10.168	7.283	2.429	6.558	8.727	9.188	6.189	6.565	5.572	9.386	5.322	0.000	7.170	2.514	3.938	7.630	2.072	1.534	2.704	3.532	8.199	10.641	3.223	4.562	4.517	8.785	8.106	3.967	]
[3.846	4.832	5.494	4.790	5.107	6.577	3.749	2.512	1.960	5.948	2.217	4.180	6.923	5.116	8.108	1.374	3.787	6.604	4.362	3.509	5.133	3.474	5.941	3.636	8.219	2.568	1.562	2.018	4.649	3.700	6.475	2.423	3.496	7.170	0.000	4.737	7.308	3.659	6.972	5.643	6.598	7.538	1.129	4.370	5.951	2.611	4.583	2.939	3.390	4.037	]
[4.371	0.127	3.877	6.066	2.289	3.439	4.483	3.617	5.261	5.286	3.142	6.608	4.082	4.199	5.305	4.631	6.310	2.946	5.725	4.940	1.400	1.459	8.640	4.942	4.255	4.646	6.276	6.741	4.146	4.270	4.306	7.049	3.742	2.514	4.737	0.000	4.594	5.272	2.473	1.132	2.423	4.466	5.723	8.144	2.223	2.144	3.485	6.714	6.264	1.668	]
[8.714	4.656	1.932	4.878	2.503	7.780	4.208	4.867	6.440	2.687	5.100	6.183	8.448	8.775	9.548	6.309	6.139	1.861	4.867	9.107	5.918	5.617	7.658	9.147	2.235	5.389	8.735	9.119	8.672	8.587	8.829	8.803	3.998	3.938	7.308	4.594	0.000	9.426	5.852	3.739	6.312	0.556	8.433	11.579	6.531	5.322	2.795	7.510	6.439	6.178	]
[1.088	5.286	7.994	8.263	6.926	4.844	6.942	5.509	5.603	8.906	4.891	7.820	4.838	2.450	5.690	4.929	7.425	8.092	7.824	0.332	4.636	3.902	9.594	0.359	9.516	6.004	4.030	4.336	1.991	1.108	4.058	5.418	6.431	7.630	3.659	5.272	9.426	0.000	6.424	6.403	5.767	9.459	3.463	3.465	4.970	4.151	7.169	6.529	7.045	3.667	]
[5.351	2.348	5.841	8.435	4.231	2.339	6.888	6.090	7.712	7.325	5.601	9.064	2.944	4.460	3.814	7.054	8.774	3.993	8.123	6.117	1.913	3.498	11.084	6.064	4.499	7.119	8.441	8.907	4.683	5.316	3.636	9.363	6.159	2.072	6.972	2.473	5.852	6.424	0.000	2.378	0.738	5.509	7.837	9.727	1.487	4.502	5.697	9.165	8.736	3.060	]
[5.492	1.123	3.467	6.140	1.854	4.046	4.650	4.106	5.870	4.949	3.782	6.899	4.713	5.220	5.844	5.325	6.648	1.950	5.858	6.072	2.222	2.568	8.874	6.072	3.135	5.102	7.203	7.662	5.213	5.394	5.100	7.853	3.954	1.534	5.643	1.132	3.739	6.403	2.378	0.000	2.660	3.523	6.685	9.241	2.793	3.039	3.345	7.298	6.683	2.777	]
