N=80;
nK1=30;
nK2=30;
nK3=20;
K1=[3 	6 	8 	15 	16 	17 	20 	23 	27 	31 	32 	34 	35 	36 	39 	40 	41 	42 	43 	46 	47 	53 	57 	63 	65 	70 	72 	75 	76 	78 	];
K2=[2 	5 	7 	9 	10 	11 	12 	14 	18 	19 	22 	29 	30 	33 	38 	45 	48 	49 	52 	54 	55 	56 	59 	61 	62 	64 	69 	71 	73 	80 	];
K3=[1 	4 	13 	21 	24 	25 	26 	28 	37 	44 	50 	51 	58 	60 	66 	67 	68 	74 	77 	79 	];
DG=[48	69	69	4.950000e+01	5.850000e+01	5.250000e+01	66	33	4.950000e+01	7.050000e+01	5.250000e+01	6.450000e+01	6.150000e+01	39	4.050000e+01	48	4.050000e+01	3.750000e+01	5.550000e+01	39	4.950000e+01	6.150000e+01	4.050000e+01	48	75	5.250000e+01	48	4.050000e+01	6.750000e+01	30	57	6.750000e+01	39	30	4.650000e+01	75	54	3.450000e+01	6.450000e+01	54	72	4.050000e+01	4.350000e+01	42	63	33	4.950000e+01	57	48	4.350000e+01	3.450000e+01	4.350000e+01	45	48	39	57	72	4.050000e+01	57	6.750000e+01	63	69	33	5.250000e+01	7.050000e+01	6.750000e+01	5.850000e+01	6.150000e+01	3.150000e+01	57	4.650000e+01	30	7.050000e+01	6.150000e+01	36	69	5.550000e+01	4.650000e+01	5.850000e+01	72	];
LOAD=[32	46	46	33	39	35	44	22	33	47	35	43	41	26	27	32	27	25	37	26	33	41	27	32	50	35	32	27	45	20	38	45	26	20	31	50	36	23	43	36	48	27	29	28	42	22	33	38	32	29	23	29	30	32	26	38	48	27	38	45	42	46	22	35	47	45	39	41	21	38	31	20	47	41	24	46	37	31	39	48	];
DIST=[[0.000	6.623	4.501	1.369	4.036	1.565	1.644	5.346	3.256	1.495	5.696	7.625	1.631	4.567	3.512	4.868	2.655	6.157	0.830	2.542	2.520	1.604	6.367	5.572	5.838	2.591	3.928	4.034	6.053	4.158	3.422	4.881	1.884	1.842	5.658	5.429	2.034	7.477	2.752	3.098	2.147	1.875	3.414	6.401	3.539	6.423	6.335	4.016	3.322	3.366	5.696	3.580	4.555	1.462	3.676	4.278	6.289	6.696	2.391	5.994	5.035	5.207	2.842	4.575	7.442	2.352	7.792	6.588	6.772	6.773	2.963	3.849	6.128	3.064	3.429	7.110	2.891	8.454	2.663	4.922	]
[6.623	0.000	10.371	6.713	3.358	7.234	7.048	5.985	5.406	5.351	2.302	5.653	6.635	9.253	8.997	8.070	5.370	5.504	7.444	5.841	4.719	7.428	4.075	4.111	4.580	4.189	2.698	2.785	2.288	7.009	3.706	7.457	6.188	5.510	5.313	1.702	6.285	1.417	7.807	6.629	8.770	7.605	9.222	2.989	5.870	5.845	4.268	9.060	5.933	3.286	4.671	6.562	8.039	6.809	4.550	7.757	3.570	5.371	5.353	0.689	10.296	10.357	4.375	7.624	4.806	8.708	5.226	5.485	0.327	0.833	7.583	3.550	2.580	3.587	3.229	6.198	9.184	6.035	8.373	4.676	]
[4.501	10.371	0.000	5.559	8.416	3.240	3.374	6.225	5.203	5.176	8.717	8.899	5.843	7.564	1.415	3.894	5.049	7.361	4.045	4.583	5.652	5.247	8.426	10.063	10.339	6.243	7.799	8.208	9.016	8.278	7.797	8.924	6.256	4.880	6.994	9.557	4.087	11.487	6.285	3.998	3.218	5.393	5.767	10.788	4.934	7.417	8.288	6.927	4.767	7.448	10.197	7.808	8.312	3.633	6.084	8.119	8.617	8.015	6.885	9.685	1.222	1.448	7.291	8.517	9.175	2.241	9.347	7.827	10.597	10.252	2.915	6.908	10.466	6.913	7.515	7.955	4.737	9.685	2.019	6.779	]
[1.369	6.713	5.559	0.000	3.649	2.909	3.008	6.534	4.416	2.429	6.248	8.632	0.287	3.342	4.748	6.234	3.796	7.242	1.514	3.783	3.432	0.717	7.228	4.801	4.972	3.203	4.144	3.945	6.606	2.823	3.108	3.534	0.745	2.961	6.743	5.274	3.350	7.332	1.501	4.432	2.627	0.904	2.585	5.869	4.773	7.537	7.229	2.860	4.570	3.466	4.808	2.281	3.188	2.831	4.660	2.909	7.070	7.731	1.587	6.158	6.244	6.432	2.425	3.211	8.342	3.320	8.725	7.645	6.800	7.023	4.328	4.565	5.685	3.431	3.514	8.224	2.484	9.442	3.903	5.936	]
[4.036	3.358	8.416	3.649	0.000	5.195	5.104	6.279	4.633	3.331	3.933	7.306	3.502	5.896	7.221	7.385	4.218	6.413	4.755	4.584	3.402	4.353	5.607	1.936	2.392	2.628	1.750	0.880	4.220	3.689	0.620	4.207	3.004	3.823	6.003	1.716	4.690	3.717	4.525	5.517	6.081	4.480	5.995	2.375	5.179	6.780	5.713	5.725	5.106	1.368	2.343	3.210	4.706	4.838	4.156	4.415	5.230	6.628	2.116	2.983	8.710	8.837	1.238	4.316	6.686	6.374	7.131	6.641	3.355	3.906	6.115	3.290	2.094	2.038	1.326	7.371	6.115	7.963	6.431	5.109	]
[1.565	7.234	3.240	2.909	5.195	0.000	0.254	4.454	2.621	1.941	5.830	6.996	3.183	5.892	2.045	3.427	2.196	5.439	1.667	1.830	2.566	2.967	6.024	6.912	7.229	3.052	4.598	4.969	6.164	5.719	4.579	6.439	3.446	1.737	4.964	6.326	1.178	8.285	4.162	1.917	2.213	3.215	4.453	7.560	2.666	5.638	5.942	5.292	2.437	4.213	7.101	5.145	6.070	0.428	3.351	5.805	6.072	6.048	3.870	6.558	3.564	3.716	4.117	6.120	6.992	1.562	7.279	5.904	7.438	7.207	1.445	3.935	7.230	3.702	4.280	6.302	3.650	7.834	1.237	4.410	]
[1.644	7.048	3.374	3.008	5.104	0.254	0.000	4.207	2.368	1.807	5.604	6.742	3.274	6.064	2.117	3.265	1.952	5.186	1.851	1.578	2.358	3.118	5.773	6.856	7.187	2.880	4.433	4.840	5.935	5.798	4.492	6.524	3.504	1.539	4.711	6.183	0.928	8.122	4.310	1.683	2.464	3.373	4.662	7.459	2.414	5.388	5.689	5.471	2.184	4.076	7.064	5.211	6.186	0.265	3.106	5.915	5.824	5.795	3.873	6.370	3.617	3.757	4.059	6.218	6.739	1.801	7.025	5.651	7.259	7.003	1.320	3.714	7.118	3.542	4.143	6.053	3.879	7.580	1.355	4.156	]
[5.346	5.985	6.225	6.534	6.279	4.454	4.207	0.000	2.118	4.133	3.710	2.685	6.710	9.869	4.901	2.597	2.739	1.139	5.915	2.808	3.265	6.942	2.481	8.181	8.661	3.881	4.625	5.502	3.835	8.831	5.905	9.552	6.661	3.573	0.858	6.216	3.392	7.391	8.027	2.574	6.664	7.213	8.732	7.998	1.824	1.222	2.293	9.347	2.052	4.920	8.622	8.191	9.541	4.183	2.158	9.229	2.856	1.791	6.480	5.381	5.556	5.507	5.977	9.399	2.987	5.809	3.125	1.603	6.303	5.450	3.534	3.013	7.534	4.285	4.957	1.855	8.048	3.495	4.816	1.322	]
[3.256	5.406	5.203	4.416	4.633	2.621	2.368	2.118	0.000	2.023	3.529	4.425	4.593	7.753	3.787	2.812	0.621	2.912	3.885	0.796	1.279	4.838	3.411	6.568	7.010	2.023	3.247	4.001	3.817	6.771	4.150	7.501	4.559	1.455	2.418	5.057	1.449	6.686	5.911	1.244	4.797	5.109	6.664	6.693	0.547	3.168	3.323	7.237	0.533	3.285	6.941	6.133	7.444	2.264	0.892	7.135	3.498	3.482	4.447	4.722	4.936	4.977	4.075	7.322	4.373	4.142	4.670	3.358	5.678	5.147	2.292	1.860	6.265	2.605	3.339	3.854	6.043	5.263	3.375	1.789	]
