N=50;
nK1=17;
nK2=20;
nK3=13;
K1=[1 	2 	3 	5 	13 	14 	17 	20 	27 	29 	31 	32 	33 	35 	37 	39 	42 	];
K2=[8 	9 	11 	12 	16 	18 	21 	22 	24 	26 	28 	30 	34 	41 	45 	46 	47 	48 	49 	50 	];
K3=[4 	6 	7 	10 	15 	19 	23 	25 	36 	38 	40 	43 	44 	];
DG=[7.310000e+01	6.290000e+01	5.780000e+01	5.270000e+01	7.990000e+01	4.930000e+01	5.610000e+01	5.950000e+01	6.630000e+01	4.590000e+01	51	3.570000e+01	68	6.460000e+01	7.650000e+01	5.440000e+01	5.610000e+01	7.820000e+01	6.120000e+01	4.080000e+01	7.650000e+01	7.140000e+01	5.270000e+01	7.820000e+01	4.590000e+01	6.120000e+01	4.590000e+01	7.480000e+01	4.590000e+01	6.970000e+01	7.820000e+01	68	6.460000e+01	6.460000e+01	6.290000e+01	4.590000e+01	7.140000e+01	4.080000e+01	3.740000e+01	5.440000e+01	4.420000e+01	4.590000e+01	4.080000e+01	4.420000e+01	4.250000e+01	5.440000e+01	6.120000e+01	3.910000e+01	34	7.650000e+01	];
LOAD=[43	37	34	31	47	29	33	35	39	27	30	21	40	38	45	32	33	46	36	24	45	42	31	46	27	36	27	44	27	41	46	40	38	38	37	27	42	24	22	32	26	27	24	26	25	32	36	23	20	45	];
DIST=[[0.000	1.183	5.027	6.797	4.994	1.699	4.945	5.946	1.746	3.363	4.053	1.653	6.162	4.505	1.195	1.510	4.652	3.891	2.106	4.426	5.643	2.178	5.063	4.276	2.693	0.903	0.232	4.497	4.907	3.630	2.742	5.323	3.639	3.933	4.646	4.016	2.367	2.121	1.897	1.792	6.711	3.991	2.206	3.710	3.371	3.544	5.994	3.029	3.753	1.742	]
[1.183	0.000	6.184	6.502	5.426	0.603	6.085	7.109	2.915	4.368	4.774	2.409	4.981	3.955	2.356	1.733	5.064	4.924	2.737	5.136	4.524	3.156	5.396	4.615	1.710	0.284	1.404	3.695	3.735	3.536	2.053	4.529	3.701	5.090	5.383	5.102	3.517	2.605	1.428	2.503	7.766	5.092	1.600	4.886	2.251	2.583	5.493	3.865	4.837	2.925	]
[5.027	6.184	0.000	8.857	5.111	6.726	0.333	0.933	3.283	2.356	3.613	4.197	11.070	7.867	3.833	5.815	5.058	1.893	5.246	3.702	10.296	3.288	5.535	5.200	7.678	5.917	4.833	8.454	9.918	6.229	6.914	9.122	5.825	2.365	3.605	3.235	3.208	4.605	6.145	4.219	2.311	1.343	7.006	2.027	8.396	7.989	8.868	4.695	1.636	3.373	]
[6.797	6.502	8.857	0.000	3.901	6.813	8.554	9.601	7.247	6.613	5.253	5.737	7.204	2.723	6.975	8.137	3.848	6.976	8.903	5.230	5.711	6.281	3.439	3.658	7.596	6.594	6.943	3.614	7.488	3.200	4.533	3.238	3.355	9.534	5.402	10.075	8.410	5.061	5.087	5.601	8.703	7.571	7.997	9.078	7.373	4.733	1.460	9.721	7.310	7.590	]
[4.994	5.426	5.111	3.901	0.000	5.980	4.789	5.775	4.491	3.123	1.565	3.378	8.694	4.024	4.498	6.500	0.365	3.320	6.833	1.409	7.418	3.371	0.462	0.869	7.064	5.340	5.014	5.029	8.220	2.544	4.412	5.342	2.089	6.281	1.530	6.996	5.581	2.887	4.251	3.227	4.811	3.931	6.992	5.786	7.308	5.353	4.348	7.242	3.718	4.881	]
[1.699	0.603	6.726	6.813	5.980	0.000	6.640	7.645	3.445	4.962	5.372	3.012	4.553	4.179	2.893	1.765	5.616	5.514	2.856	5.732	4.250	3.751	5.929	5.155	1.111	0.825	1.900	3.763	3.220	3.972	2.285	4.583	4.184	5.506	5.981	5.439	3.937	3.192	1.844	3.105	8.355	5.665	1.184	5.340	1.675	2.559	5.714	4.048	5.415	3.415	]
[4.945	6.085	0.333	8.554	4.789	6.640	0.000	1.124	3.212	2.108	3.304	4.020	10.932	7.621	3.750	5.810	4.743	1.613	5.300	3.381	10.122	3.110	5.217	4.898	7.617	5.823	4.759	8.235	9.813	5.971	6.726	8.889	5.557	2.564	3.279	3.445	3.258	4.393	5.975	4.031	2.135	1.106	6.975	2.184	8.314	7.809	8.592	4.819	1.403	3.340	]
[5.946	7.109	0.933	9.601	5.775	7.645	1.124	0.000	4.200	3.232	4.351	5.124	12.003	8.742	4.754	6.675	5.764	2.723	6.040	4.383	11.226	4.214	6.217	5.958	8.583	6.840	5.748	9.359	10.843	7.086	7.838	10.013	6.667	2.940	4.246	3.743	4.026	5.514	7.075	5.142	2.052	2.230	7.889	2.715	9.313	8.916	9.691	5.376	2.527	4.269	]
[1.746	2.915	3.283	7.247	4.491	3.445	3.212	4.200	0.000	1.938	3.145	1.528	7.863	5.434	0.561	2.707	4.219	2.360	2.543	3.495	7.226	1.121	4.715	4.012	4.405	2.642	1.550	5.723	6.649	4.099	4.008	6.497	3.892	2.469	3.645	2.849	1.166	2.195	3.153	1.653	5.076	2.323	3.788	2.128	5.114	4.993	6.763	2.753	2.124	0.389	]
[3.363	4.368	2.356	6.613	3.123	4.962	2.108	3.232	1.938	0.000	1.566	2.053	8.997	5.514	2.289	4.594	2.966	0.577	4.472	1.824	8.096	1.211	3.478	2.985	6.029	4.141	3.238	6.136	8.001	3.874	4.681	6.781	3.478	3.165	1.886	3.916	2.730	2.316	3.986	2.027	3.409	1.013	5.557	2.667	6.615	5.776	6.529	4.502	0.722	2.268	]
[4.053	4.774	3.613	5.253	1.565	5.372	3.304	4.351	3.145	1.566	0.000	2.415	8.817	4.663	3.283	5.494	1.452	1.769	5.631	0.373	7.713	2.063	1.948	1.609	6.483	4.617	4.010	5.491	8.069	2.979	4.382	5.998	2.501	4.730	0.609	5.469	4.150	2.208	3.923	2.294	3.770	2.380	6.216	4.232	6.900	5.454	5.400	5.876	2.156	3.528	]
[1.653	2.409	4.197	5.737	3.378	3.012	4.020	5.124	1.528	2.053	2.415	0.000	6.950	3.942	1.254	3.139	3.050	2.629	3.483	2.786	6.103	0.910	3.495	2.727	4.114	2.224	1.644	4.336	5.955	2.572	2.721	5.071	2.391	3.953	3.017	4.377	2.678	0.677	1.957	0.156	5.454	2.934	3.802	3.561	4.619	3.793	5.238	4.062	2.646	1.855	]
