N=80;
nK1=31;
nK2=29;
nK3=20;
K1=[3 	4 	7 	9 	12 	15 	19 	20 	21 	22 	23 	24 	28 	30 	34 	40 	41 	46 	49 	51 	53 	57 	60 	62 	66 	67 	68 	69 	74 	75 	77 	];
K2=[1 	2 	6 	11 	13 	14 	16 	17 	25 	26 	33 	35 	36 	39 	42 	44 	45 	47 	48 	50 	61 	63 	65 	70 	71 	72 	76 	78 	79 	];
K3=[5 	8 	10 	18 	27 	29 	31 	32 	37 	38 	43 	52 	54 	55 	56 	58 	59 	64 	73 	80 	];
DG=[4.940000e+01	5.980000e+01	52	2.860000e+01	2.860000e+01	6.110000e+01	5.850000e+01	4.940000e+01	4.030000e+01	3.510000e+01	4.680000e+01	4.290000e+01	5.720000e+01	4.680000e+01	3.510000e+01	5.980000e+01	4.810000e+01	6.370000e+01	5.590000e+01	5.850000e+01	3.770000e+01	4.680000e+01	26	5.850000e+01	5.590000e+01	4.550000e+01	5.980000e+01	3.380000e+01	3.380000e+01	2.990000e+01	4.290000e+01	2.730000e+01	3.510000e+01	6.110000e+01	52	3.250000e+01	52	2.860000e+01	5.330000e+01	4.420000e+01	4.290000e+01	3.770000e+01	6.240000e+01	5.720000e+01	4.810000e+01	2.730000e+01	5.980000e+01	2.730000e+01	4.290000e+01	4.160000e+01	4.550000e+01	5.850000e+01	3.640000e+01	3.770000e+01	5.980000e+01	4.810000e+01	3.510000e+01	6.240000e+01	4.030000e+01	2.730000e+01	6.240000e+01	4.160000e+01	6.240000e+01	52	39	5.460000e+01	4.940000e+01	6.370000e+01	6.370000e+01	5.070000e+01	4.550000e+01	6.370000e+01	3.120000e+01	5.330000e+01	52	3.120000e+01	3.250000e+01	2.860000e+01	2.860000e+01	3.120000e+01	];
LOAD=[38	46	40	22	22	47	45	38	31	27	36	33	44	36	27	46	37	49	43	45	29	36	20	45	43	35	46	26	26	23	33	21	27	47	40	25	40	22	41	34	33	29	48	44	37	21	46	21	33	32	35	45	28	29	46	37	27	48	31	21	48	32	48	40	30	42	38	49	49	39	35	49	24	41	40	24	25	22	22	24	];
DIST=[[0.000	3.692	1.977	3.935	3.797	5.715	2.120	3.206	3.102	0.709	2.484	2.935	1.588	3.962	5.955	6.965	3.364	3.000	1.985	3.758	4.187	2.943	4.407	5.566	0.329	1.658	6.131	3.166	7.419	5.405	0.686	5.441	1.031	3.328	2.166	5.400	2.780	1.569	3.843	4.607	2.439	2.904	5.935	2.655	3.791	3.389	1.823	5.492	4.540	4.158	5.046	1.545	4.249	6.436	4.029	0.335	4.618	2.209	1.765	4.984	1.247	7.239	3.981	3.821	3.337	6.883	3.335	5.421	3.601	2.323	6.453	3.652	6.119	3.603	6.693	5.819	2.909	5.603	3.714	1.040	]
[3.692	0.000	3.034	7.586	4.173	2.031	5.775	0.512	2.869	3.004	5.297	6.256	2.146	6.897	2.661	4.842	0.932	4.524	5.255	3.315	7.289	5.038	2.940	1.883	3.914	5.346	7.997	5.062	4.379	1.755	3.087	2.520	2.798	6.837	5.131	2.762	5.975	4.959	5.599	2.120	2.802	4.890	7.733	5.894	7.478	4.872	2.700	3.937	3.266	4.748	8.582	5.083	7.067	4.383	7.454	3.787	4.545	1.488	5.400	2.063	4.875	8.661	4.264	3.928	5.105	8.460	0.396	2.736	6.778	5.410	3.527	4.911	8.002	5.781	4.654	3.341	5.953	2.555	1.863	3.057	]
[1.977	3.034	0.000	5.044	5.146	4.939	3.387	2.544	1.157	1.532	4.450	4.863	1.418	5.936	5.678	7.449	2.276	1.598	3.951	1.785	6.142	2.014	2.532	4.651	1.920	3.287	8.031	2.071	7.358	4.740	1.984	5.407	2.080	5.148	2.227	3.749	4.741	3.525	5.655	3.018	0.513	4.722	7.819	3.041	5.267	5.095	2.898	3.557	2.615	2.377	5.816	2.597	6.226	6.935	4.626	1.774	2.693	2.027	3.012	4.925	2.571	9.067	5.313	1.882	5.124	8.739	2.644	3.785	3.843	4.299	6.453	2.141	8.021	2.768	7.210	4.072	4.884	5.495	4.032	0.967	]
[3.935	7.586	5.044	0.000	6.835	9.617	1.817	7.084	6.080	4.590	4.082	3.078	5.441	4.146	9.881	10.575	7.111	4.679	3.362	6.498	3.862	4.024	7.458	9.431	3.680	2.392	7.027	4.280	11.284	9.323	4.605	9.331	4.943	2.445	2.963	8.785	3.391	3.288	5.778	8.062	5.537	5.167	6.974	2.206	1.100	5.824	5.564	8.292	7.445	5.916	1.353	2.520	4.486	10.058	1.272	3.801	6.702	6.125	2.187	8.888	2.713	8.374	7.007	6.155	5.540	7.924	7.211	8.824	2.064	3.637	10.315	5.087	6.996	3.963	10.291	9.065	3.707	9.506	7.564	4.578	]
[3.797	4.173	5.146	6.835	0.000	5.394	5.318	4.066	5.885	3.744	2.867	4.087	3.790	3.934	4.598	3.950	4.706	6.600	3.482	6.561	4.450	6.690	6.693	5.560	4.111	4.584	3.953	6.883	5.274	4.989	3.322	3.805	3.109	4.872	5.950	6.910	3.710	3.565	1.866	6.197	5.366	1.801	3.679	6.321	6.139	1.260	2.248	7.823	6.966	7.520	8.159	5.114	3.913	3.488	7.412	4.129	7.722	3.505	5.114	3.608	4.744	4.492	0.185	6.925	1.626	4.314	4.133	6.891	7.231	3.275	4.415	7.222	3.966	7.384	3.666	7.479	3.474	4.047	2.483	4.317	]
[5.715	2.031	4.939	9.617	5.394	0.000	7.806	2.536	4.480	5.033	7.116	8.161	4.176	8.674	1.539	4.393	2.664	6.295	7.177	4.709	9.103	6.883	3.950	0.463	5.944	7.364	9.347	6.864	3.121	0.405	5.092	2.065	4.787	8.785	7.111	2.924	7.855	6.915	7.094	2.799	4.613	6.534	9.072	7.891	9.492	6.366	4.526	4.559	4.269	6.225	10.603	7.113	8.800	4.098	9.462	5.818	5.805	3.506	7.431	1.942	6.905	9.789	5.424	5.382	6.659	9.666	2.410	2.862	8.755	7.287	2.609	6.572	9.359	7.596	4.316	3.419	7.796	1.899	2.934	5.076	]
[2.120	5.775	3.387	1.817	5.318	7.806	0.000	5.276	4.497	2.775	2.867	2.337	3.633	3.608	8.071	8.894	5.334	3.434	2.057	5.006	3.554	2.931	5.891	7.629	1.864	0.741	6.381	3.215	9.502	7.508	2.794	7.537	3.135	2.167	1.697	7.128	2.480	1.801	4.619	6.376	3.897	3.836	6.261	1.372	1.884	4.478	3.802	6.828	5.927	4.749	2.966	0.790	3.965	8.371	2.095	1.988	5.452	4.309	0.385	7.088	0.902	7.671	5.499	4.787	4.261	7.248	5.403	7.162	2.059	2.445	8.534	3.984	6.357	3.205	8.613	7.457	2.780	7.707	5.783	2.801	]
[3.206	0.512	2.544	7.084	4.066	2.536	5.276	0.000	2.482	2.511	4.928	5.840	1.643	6.538	3.135	5.158	0.678	4.062	4.834	2.993	6.910	4.554	2.765	2.360	3.418	4.863	7.790	4.589	4.832	2.267	2.621	2.922	2.350	6.396	4.620	2.858	5.572	4.521	5.363	2.131	2.344	4.604	7.532	5.382	6.997	4.646	2.368	3.836	3.077	4.370	8.072	4.577	6.724	4.679	6.942	3.288	4.235	1.025	4.899	2.448	4.374	8.522	4.176	3.570	4.853	8.298	0.129	2.845	6.267	5.013	3.952	4.478	7.793	5.302	4.953	3.419	5.568	2.983	1.960	2.546	]
