N=100;
nK1=39;
nK2=36;
nK3=25;
K1=[1 	3 	8 	10 	11 	15 	16 	20 	22 	26 	28 	30 	33 	37 	38 	39 	40 	44 	50 	52 	56 	57 	59 	64 	66 	68 	70 	72 	74 	77 	78 	80 	82 	85 	90 	91 	95 	96 	100 	];
K2=[2 	4 	6 	9 	12 	13 	17 	19 	21 	25 	27 	29 	31 	35 	41 	43 	45 	49 	51 	55 	58 	60 	61 	62 	63 	65 	73 	76 	79 	81 	84 	86 	88 	92 	98 	99 	];
K3=[5 	7 	14 	18 	23 	24 	32 	34 	36 	42 	46 	47 	48 	53 	54 	67 	69 	71 	75 	83 	87 	89 	93 	94 	97 	];
DG=[4.810000e+01	39	4.030000e+01	5.590000e+01	2.860000e+01	4.550000e+01	3.510000e+01	6.370000e+01	3.120000e+01	65	4.160000e+01	3.120000e+01	4.420000e+01	3.380000e+01	4.160000e+01	2.730000e+01	6.370000e+01	4.680000e+01	4.550000e+01	52	5.330000e+01	4.420000e+01	5.850000e+01	4.810000e+01	4.550000e+01	4.420000e+01	2.860000e+01	4.940000e+01	5.070000e+01	39	5.330000e+01	4.680000e+01	3.640000e+01	2.860000e+01	5.720000e+01	2.990000e+01	2.990000e+01	5.720000e+01	52	2.730000e+01	3.250000e+01	5.720000e+01	5.720000e+01	4.680000e+01	4.810000e+01	4.160000e+01	3.770000e+01	5.590000e+01	4.290000e+01	3.380000e+01	5.460000e+01	4.160000e+01	5.850000e+01	3.380000e+01	4.940000e+01	4.810000e+01	5.720000e+01	2.860000e+01	4.030000e+01	5.720000e+01	39	3.770000e+01	4.810000e+01	6.110000e+01	5.330000e+01	2.990000e+01	4.030000e+01	3.770000e+01	5.980000e+01	3.380000e+01	52	3.250000e+01	6.240000e+01	4.420000e+01	4.810000e+01	6.370000e+01	4.290000e+01	4.290000e+01	6.110000e+01	2.990000e+01	65	5.980000e+01	3.120000e+01	4.030000e+01	6.370000e+01	39	4.030000e+01	52	4.030000e+01	4.030000e+01	6.370000e+01	5.850000e+01	4.940000e+01	26	3.510000e+01	5.330000e+01	3.120000e+01	4.030000e+01	4.030000e+01	5.460000e+01	];
LOAD=[37	30	31	43	22	35	27	49	24	50	32	24	34	26	32	21	49	36	35	40	41	34	45	37	35	34	22	38	39	30	41	36	28	22	44	23	23	44	40	21	25	44	44	36	37	32	29	43	33	26	42	32	45	26	38	37	44	22	31	44	30	29	37	47	41	23	31	29	46	26	40	25	48	34	37	49	33	33	47	23	50	46	24	31	49	30	31	40	31	31	49	45	38	20	27	41	24	31	31	42	];
DIST=[[0.000	8.742	4.304	4.514	7.403	0.846	8.025	7.336	0.664	2.623	1.597	3.799	9.052	6.194	2.703	2.022	5.576	5.208	2.842	6.497	7.131	4.778	3.018	2.488	2.126	7.933	6.653	3.132	5.650	5.938	4.621	3.579	4.379	7.805	1.310	2.177	8.329	7.653	4.090	8.276	4.364	5.104	6.560	4.084	1.398	0.438	0.415	8.576	7.544	5.212	3.746	7.857	5.608	2.658	6.107	5.584	6.073	4.956	7.968	7.929	3.111	3.584	4.569	3.800	2.307	4.141	5.541	1.426	2.026	7.660	3.019	8.819	5.381	4.780	6.659	1.481	3.460	7.505	4.465	7.638	7.343	3.389	2.233	4.629	4.850	0.620	8.616	6.661	8.233	5.522	8.379	8.239	6.076	6.649	1.526	1.050	5.454	2.906	6.827	8.069	]
[8.742	0.000	7.685	8.652	4.222	8.369	0.751	6.864	8.152	7.405	7.491	9.800	3.737	4.825	6.243	8.842	7.141	4.006	6.664	7.855	3.743	10.003	5.900	8.847	8.491	3.022	4.841	6.155	3.137	3.701	5.200	7.814	10.054	0.939	7.900	9.275	3.692	1.544	7.311	0.629	11.232	5.898	5.906	9.840	9.143	8.392	9.045	1.155	2.576	6.675	5.710	1.619	3.749	7.083	5.024	4.442	2.678	4.167	4.575	1.215	5.897	7.963	5.735	8.326	10.320	8.339	3.388	9.698	6.830	5.172	8.536	0.084	8.527	7.214	3.706	9.253	10.410	6.294	4.968	1.927	2.899	5.653	9.373	4.113	7.441	9.146	4.217	3.644	3.783	4.431	2.960	1.293	4.742	5.572	7.520	9.791	3.429	9.660	5.438	4.870	]
[4.304	7.685	0.000	8.159	4.439	3.458	7.185	9.752	4.329	5.855	2.961	2.349	9.727	3.216	4.680	6.111	8.410	6.001	5.468	9.482	8.083	8.815	4.692	2.228	6.049	5.498	8.220	5.302	5.524	3.992	2.525	6.993	8.488	6.913	3.057	6.383	9.128	7.328	7.188	7.070	8.661	7.339	8.674	8.182	5.660	4.384	4.701	6.973	5.461	7.866	5.680	6.224	6.347	1.936	3.030	3.265	5.642	3.691	9.244	6.522	4.893	7.072	1.957	0.842	6.591	0.689	4.485	5.713	3.195	9.264	6.844	7.736	8.831	0.669	4.232	5.758	7.739	9.643	2.873	5.914	5.141	5.030	2.892	4.590	7.924	4.109	9.606	7.551	9.091	6.810	5.910	7.851	7.611	8.588	3.039	4.867	5.648	7.116	8.680	9.464	]
[4.514	8.652	8.159	0.000	9.479	5.149	7.924	3.717	4.097	2.310	5.254	8.270	7.033	8.622	3.705	2.575	1.989	4.737	2.852	2.379	5.396	1.374	3.873	6.886	2.392	9.397	4.362	3.239	5.874	7.654	7.138	1.195	1.569	7.827	5.299	2.662	6.360	7.145	1.381	8.467	3.030	2.805	3.585	1.489	3.352	4.176	4.335	9.077	8.792	2.153	3.298	8.589	4.922	6.224	8.638	7.749	6.363	6.649	5.554	8.421	3.710	1.094	7.446	7.931	3.669	8.244	6.707	3.873	4.974	4.945	1.502	8.736	0.938	8.405	8.490	3.347	2.626	4.181	6.735	8.524	8.759	3.764	6.737	5.482	1.312	5.090	6.351	5.207	6.224	4.227	9.766	7.601	4.117	3.871	5.182	4.939	5.471	2.276	4.092	5.485	]
[7.403	4.222	4.439	9.479	0.000	6.705	4.083	9.318	7.043	7.432	5.818	6.786	7.487	1.278	5.925	8.460	8.740	5.225	6.717	9.741	6.550	10.598	5.675	6.333	8.215	1.276	7.277	6.264	4.081	1.832	2.781	8.337	10.451	3.852	6.169	8.863	7.147	4.721	8.146	3.625	11.186	7.374	8.168	10.166	8.388	7.228	7.804	3.164	1.656	8.155	6.201	2.614	5.318	4.891	1.434	1.850	3.769	2.837	7.720	3.049	5.809	8.472	2.933	5.254	9.565	5.122	2.874	8.738	5.436	8.076	8.685	4.235	9.774	3.803	1.015	8.507	10.242	8.931	2.989	2.329	1.362	5.721	6.989	4.037	8.642	7.539	7.708	6.138	7.179	6.114	1.581	5.009	6.839	7.923	5.883	8.323	4.468	9.485	7.899	8.011	]
[0.846	8.369	3.458	5.149	6.705	0.000	7.676	7.679	1.052	3.054	0.919	3.125	9.025	5.470	2.690	2.774	5.994	5.091	3.070	6.974	7.123	5.538	2.950	1.741	2.808	7.318	6.773	3.235	5.356	5.340	3.934	4.118	5.160	7.441	0.537	2.981	8.315	7.393	4.544	7.867	5.207	5.345	6.812	4.861	2.222	1.002	1.248	8.105	6.974	5.570	3.830	7.366	5.498	1.867	5.369	4.920	5.739	4.413	8.052	7.478	3.088	4.148	3.819	2.970	3.145	3.309	5.067	2.264	1.540	7.813	3.687	8.443	5.970	3.939	6.017	2.313	4.297	7.782	3.834	7.127	6.750	3.355	1.653	4.291	5.319	0.839	8.649	6.625	8.230	5.537	7.767	7.980	6.172	6.859	0.871	1.618	5.217	3.715	7.021	8.182	]
[8.025	0.751	7.185	7.924	4.083	7.676	0.000	6.288	7.427	6.654	6.810	9.231	3.500	4.496	5.502	8.093	6.456	3.258	5.914	7.208	3.169	9.269	5.158	8.226	7.740	3.000	4.226	5.405	2.397	3.253	4.669	7.070	9.313	0.272	7.217	8.525	3.316	0.919	6.575	0.670	10.484	5.187	5.284	9.096	8.400	7.669	8.321	1.427	2.438	5.974	4.960	1.520	3.010	6.456	4.688	3.999	1.952	3.576	4.115	1.082	5.152	7.220	5.227	7.786	9.574	7.821	2.776	8.959	6.137	4.660	7.787	0.835	7.824	6.752	3.413	8.509	9.660	5.744	4.395	1.764	2.722	4.905	8.732	3.399	6.727	8.443	3.868	3.002	3.386	3.714	3.051	0.949	4.073	4.958	6.835	9.075	2.680	8.909	4.840	4.415	]
[7.336	6.864	9.752	3.717	9.318	7.679	6.288	0.000	6.732	4.716	7.362	10.649	3.977	8.913	5.204	5.839	1.845	4.153	4.618	1.499	3.124	4.868	5.104	9.237	5.519	8.743	2.099	4.572	5.239	7.597	7.852	3.950	5.213	6.320	7.590	6.089	3.497	5.371	3.308	6.950	6.703	2.427	1.159	5.191	6.584	6.911	7.322	7.691	8.078	2.125	4.095	7.493	4.004	7.967	9.011	8.025	5.568	6.887	2.507	7.164	4.908	4.016	8.358	9.834	7.230	10.077	6.506	7.204	6.789	1.805	4.826	6.937	2.936	9.749	8.321	6.624	6.338	0.646	7.384	7.570	8.191	4.735	9.323	5.573	2.646	7.956	3.230	3.332	3.363	3.235	8.984	5.589	2.478	1.400	7.316	8.079	4.864	5.902	1.464	2.292	]
