N=20;
nK1=7;
nK2=8;
nK3=5;
K1=[3 	9 	11 	14 	16 	18 	20 	];
K2=[1 	5 	6 	7 	12 	13 	15 	17 	];
K3=[2 	4 	8 	10 	19 	];
DG=[4.480000e+01	4.960000e+01	4.160000e+01	3.360000e+01	5.760000e+01	6.560000e+01	7.680000e+01	40	4.960000e+01	4.960000e+01	6.080000e+01	4.320000e+01	6.080000e+01	4.480000e+01	3.520000e+01	72	64	4.320000e+01	4.160000e+01	4.960000e+01	];
LOAD=[28	31	26	21	36	41	48	25	31	31	38	27	38	28	22	45	40	27	26	31	];
DIST=[[0.000	6.238	2.842	2.571	1.360	7.555	3.480	4.222	9.071	6.519	5.334	10.772	2.185	7.627	5.011	9.131	7.151	10.704	1.427	6.724	]
[6.238	0.000	5.472	6.216	4.924	1.851	2.815	2.041	3.993	6.201	2.051	5.802	4.856	1.404	4.638	2.892	6.151	4.938	5.226	1.507	]
[2.842	5.472	0.000	0.815	2.801	7.210	3.585	3.619	7.119	3.684	5.574	8.627	3.975	6.654	2.359	8.166	4.344	8.984	1.599	5.293	]
[2.571	6.216	0.815	0.000	2.923	7.916	4.126	4.299	7.927	4.184	6.157	9.414	4.125	7.431	3.084	8.950	4.900	9.799	1.684	6.098	]
[1.360	4.924	2.801	2.923	0.000	6.196	2.133	2.945	7.990	6.216	3.982	9.747	1.202	6.322	4.494	7.811	6.743	9.524	1.246	5.530	]
[7.555	1.851	7.210	7.916	6.196	0.000	4.089	3.621	4.868	8.017	2.370	6.489	5.807	1.669	6.488	2.203	7.915	5.092	6.746	3.024	]
[3.480	2.815	3.585	4.126	2.133	4.089	0.000	1.020	6.238	5.957	2.042	8.056	2.123	4.220	4.096	5.689	6.262	7.583	2.714	3.638	]
[4.222	2.041	3.619	4.299	2.945	3.621	1.020	0.000	5.223	5.332	2.117	7.038	3.127	3.410	3.509	4.925	5.539	6.616	3.190	2.642	]
[9.071	3.993	7.119	7.927	7.990	4.868	6.238	5.223	0.000	5.456	6.044	1.833	8.349	3.209	5.039	3.445	4.913	2.003	7.730	2.643	]
[6.519	6.201	3.684	4.184	6.216	8.017	5.957	5.332	5.456	0.000	7.395	6.341	7.246	6.755	1.862	7.964	0.787	7.449	5.182	5.120	]
[5.334	2.051	5.574	6.157	3.982	2.370	2.042	2.117	6.044	7.395	0.000	7.853	3.456	3.195	5.604	4.387	7.530	6.889	4.743	3.491	]
[10.772	5.802	8.627	9.414	9.747	6.489	8.056	7.038	1.833	6.341	7.853	0.000	10.157	4.884	6.387	4.717	5.656	2.002	9.398	4.475	]
[2.185	4.856	3.975	4.125	1.202	5.807	2.123	3.127	8.349	7.246	3.456	10.157	0.000	6.249	5.454	7.654	7.715	9.699	2.448	5.760	]
[7.627	1.404	6.654	7.431	6.322	1.669	4.220	3.410	3.209	6.755	3.195	4.884	6.249	0.000	5.444	1.531	6.545	3.703	6.567	1.636	]
[5.011	4.638	2.359	3.084	4.494	6.488	4.096	3.509	5.039	1.862	5.604	6.387	5.454	5.444	0.000	6.822	2.262	7.002	3.600	3.845	]
[9.131	2.892	8.166	8.950	7.811	2.203	5.689	4.925	3.445	7.964	4.387	4.717	7.654	1.531	6.822	0.000	7.651	3.033	8.094	2.982	]
[7.151	6.151	4.344	4.900	6.743	7.915	6.262	5.539	4.913	0.787	7.530	5.656	7.715	6.545	2.262	7.651	0.000	6.880	5.778	4.935	]
[10.704	4.938	8.984	9.799	9.524	5.092	7.583	6.616	2.003	7.449	6.889	2.002	9.699	3.703	7.002	3.033	6.880	0.000	9.432	3.993	]
[1.427	5.226	1.599	1.684	1.246	6.746	2.714	3.190	7.730	5.182	4.743	9.398	2.448	6.567	3.600	8.094	5.778	9.432	0.000	5.495	]
[6.724	1.507	5.293	6.098	5.530	3.024	3.638	2.642	2.643	5.120	3.491	4.475	5.760	1.636	3.845	2.982	4.935	3.993	5.495	0.000	]
];
