N=20;
nK1=8;
nK2=7;
nK3=5;
K1=[2 	3 	4 	5 	7 	14 	15 	16 	];
K2=[1 	6 	9 	10 	11 	18 	20 	];
K3=[8 	12 	13 	17 	19 	];
DG=[4.030000e+01	3.120000e+01	4.810000e+01	4.940000e+01	4.290000e+01	3.120000e+01	5.070000e+01	3.250000e+01	2.860000e+01	5.850000e+01	2.860000e+01	4.550000e+01	3.120000e+01	4.810000e+01	5.850000e+01	5.330000e+01	2.990000e+01	2.990000e+01	3.380000e+01	4.810000e+01	];
LOAD=[31	24	37	38	33	24	39	25	22	45	22	35	24	37	45	41	23	23	26	37	];
DIST=[[0.000	3.138	6.274	3.381	7.087	2.533	6.490	6.978	6.661	3.968	2.703	6.855	1.344	6.034	8.586	1.325	1.018	2.356	3.535	1.190	]
[3.138	0.000	5.121	4.578	7.832	5.123	5.179	9.933	9.164	5.824	5.841	9.521	1.989	8.759	8.979	3.268	3.910	5.404	5.925	2.818	]
[6.274	5.121	0.000	9.213	4.348	8.804	0.343	10.319	8.417	5.172	8.174	9.092	6.147	8.650	4.724	7.312	6.168	7.242	6.109	5.104	]
[3.381	4.578	9.213	0.000	10.468	2.165	9.363	8.925	9.376	7.253	4.335	9.361	3.066	8.519	11.962	2.067	4.186	4.787	6.609	4.473	]
[7.087	7.832	4.348	10.468	0.000	9.160	4.651	7.535	5.139	3.528	7.544	5.915	7.766	5.821	1.634	8.408	6.367	6.552	4.576	6.062	]
[2.533	5.123	8.804	2.165	9.160	0.000	9.022	6.764	7.356	5.716	2.233	7.277	3.156	6.442	10.743	1.857	2.849	2.879	4.881	3.703	]
[6.490	5.179	0.343	9.363	4.651	9.022	0.000	10.656	8.760	5.506	8.451	9.435	6.301	8.990	4.954	7.492	6.423	7.529	6.434	5.330	]
[6.978	9.933	10.319	8.925	7.535	6.764	10.656	0.000	2.507	5.156	4.649	1.762	8.322	1.733	8.975	7.725	6.053	4.626	4.362	7.136	]
[6.661	9.164	8.417	9.376	5.139	7.356	8.760	2.507	0.000	3.542	5.134	0.780	7.934	1.098	6.508	7.735	5.644	4.600	3.245	6.390	]
[3.968	5.824	5.172	7.253	3.528	5.716	5.506	5.156	3.542	0.000	4.016	4.091	4.992	3.530	5.157	5.267	3.067	3.025	1.105	3.255	]
[2.703	5.841	8.174	4.335	7.544	2.233	8.451	4.649	5.134	4.016	0.000	5.045	3.963	4.209	9.173	3.125	2.144	1.011	2.999	3.413	]
[6.855	9.521	9.092	9.361	5.915	7.277	9.435	1.762	0.780	4.091	5.045	0.000	8.165	0.844	7.287	7.841	5.850	4.657	3.614	6.713	]
[1.344	1.989	6.147	3.066	7.766	3.156	6.301	8.322	7.934	4.992	3.963	8.165	0.000	7.352	9.154	1.325	2.318	3.698	4.740	1.759	]
[6.034	8.759	8.650	8.519	5.821	6.442	8.990	1.733	1.098	3.530	4.209	0.844	7.352	0.000	7.295	7.002	5.035	3.815	2.904	5.943	]
[8.586	8.979	4.724	11.962	1.634	10.743	4.954	8.975	6.508	5.157	9.173	7.287	9.154	7.295	0.000	9.895	7.924	8.178	6.210	7.508	]
[1.325	3.268	7.312	2.067	8.408	1.857	7.492	7.725	7.735	5.267	3.125	7.841	1.325	7.002	9.895	0.000	2.222	3.189	4.739	2.413	]
[1.018	3.910	6.168	4.186	6.367	2.849	6.423	6.053	5.644	3.067	2.144	5.850	2.318	5.035	7.924	2.222	0.000	1.502	2.533	1.274	]
[2.356	5.404	7.242	4.787	6.552	2.879	7.529	4.626	4.600	3.025	1.011	4.657	3.698	3.815	8.178	3.189	1.502	0.000	2.054	2.738	]
[3.535	5.925	6.109	6.609	4.576	4.881	6.434	4.362	3.245	1.105	2.999	3.614	4.740	2.904	6.210	4.739	2.533	2.054	0.000	3.146	]
[1.190	2.818	5.104	4.473	6.062	3.703	5.330	7.136	6.390	3.255	3.413	6.713	1.759	5.943	7.508	2.413	1.274	2.738	3.146	0.000	]
];
