N=20;
nK1=7;
nK2=8;
nK3=5;
K1=[4 	5 	7 	10 	18 	19 	20 	];
K2=[1 	2 	6 	9 	11 	12 	14 	15 	];
K3=[3 	8 	13 	16 	17 	];
DG=[7.480000e+01	4.080000e+01	4.080000e+01	7.310000e+01	5.270000e+01	7.820000e+01	5.780000e+01	5.440000e+01	7.650000e+01	6.970000e+01	5.950000e+01	7.140000e+01	3.570000e+01	8.160000e+01	7.990000e+01	4.420000e+01	6.460000e+01	7.480000e+01	4.420000e+01	4.250000e+01	];
LOAD=[44	24	24	43	31	46	34	32	45	41	35	42	21	48	47	26	38	44	26	25	];
DIST=[[0.000	5.162	0.681	6.125	8.268	3.848	5.775	6.581	5.284	8.027	4.335	4.889	1.920	7.411	3.906	3.862	3.651	9.124	4.107	2.717	]
[5.162	0.000	5.579	3.638	8.701	2.534	9.574	3.227	7.842	7.348	7.408	6.349	7.028	4.136	1.822	8.720	5.523	5.828	4.937	4.729	]
[0.681	5.579	0.000	6.144	7.827	3.985	5.095	6.687	4.690	7.724	3.716	4.448	1.458	7.469	4.461	3.257	3.249	9.132	3.831	2.441	]
[6.125	3.638	6.144	0.000	5.380	2.381	8.098	0.954	5.831	3.792	5.878	4.107	7.457	1.361	4.914	8.443	4.016	3.000	3.079	3.976	]
[8.268	8.701	7.827	5.380	0.000	6.422	5.861	6.248	3.790	1.932	4.723	3.382	8.396	5.971	9.377	8.031	4.618	6.094	4.389	5.631	]
[3.848	2.534	3.985	2.381	6.422	0.000	7.156	2.733	5.316	5.367	4.942	3.821	5.396	3.587	2.971	6.734	3.014	5.343	2.407	2.357	]
[5.775	9.574	5.095	8.098	5.861	7.156	0.000	9.001	2.421	7.040	2.250	4.060	4.536	9.356	9.091	2.966	4.210	10.434	5.072	4.845	]
[6.581	3.227	6.687	0.954	6.248	2.733	9.001	0.000	6.764	4.561	6.766	5.042	8.060	0.950	4.760	9.189	4.863	2.737	3.945	4.690	]
[5.284	7.842	4.690	5.831	3.790	5.316	2.421	6.764	0.000	4.683	1.032	1.724	4.861	7.029	7.752	4.244	2.332	8.028	2.977	3.304	]
[8.027	7.348	7.724	3.792	1.932	5.367	7.040	4.561	4.683	0.000	5.381	3.532	8.593	4.147	8.316	8.688	4.520	4.162	3.920	5.313	]
[4.335	7.408	3.716	5.878	4.723	4.942	2.250	6.766	1.032	5.381	0.000	1.984	3.828	7.164	7.107	3.340	1.962	8.351	2.827	2.702	]
[4.889	6.349	4.448	4.107	3.382	3.821	4.060	5.042	1.724	3.532	1.984	0.000	5.121	5.313	6.528	5.183	1.255	6.393	1.415	2.320	]
[1.920	7.028	1.458	7.457	8.396	5.396	4.536	8.060	4.861	8.593	3.828	5.121	0.000	8.803	5.825	2.057	4.086	10.413	4.853	3.556	]
[7.411	4.136	7.469	1.361	5.971	3.587	9.356	0.950	7.029	4.147	7.164	5.313	8.803	0.000	5.708	9.801	5.347	1.793	4.404	5.337	]
[3.906	1.822	4.461	4.914	9.377	2.971	9.091	4.760	7.752	8.316	7.107	6.528	5.825	5.708	0.000	7.716	5.455	7.470	5.157	4.451	]
[3.862	8.720	3.257	8.443	8.031	6.734	2.966	9.189	4.244	8.688	3.340	5.183	2.057	9.801	7.716	0.000	4.545	11.240	5.472	4.500	]
[3.651	5.523	3.249	4.016	4.618	3.014	4.210	4.863	2.332	4.520	1.962	1.255	4.086	5.347	5.455	4.545	0.000	6.702	0.945	1.084	]
[9.124	5.828	9.132	3.000	6.094	5.343	10.434	2.737	8.028	4.162	8.351	6.393	10.413	1.793	7.470	11.240	6.702	0.000	5.768	6.880	]
[4.107	4.937	3.831	3.079	4.389	2.407	5.072	3.945	2.977	3.920	2.827	1.415	4.853	4.404	5.157	5.472	0.945	5.768	0.000	1.396	]
[2.717	4.729	2.441	3.976	5.631	2.357	4.845	4.690	3.304	5.313	2.702	2.320	3.556	5.337	4.451	4.500	1.084	6.880	1.396	0.000	]
];
