N=80;
nK1=30;
nK2=30;
nK3=20;
K1=[1 	2 	3 	5 	6 	8 	9 	15 	18 	21 	22 	23 	26 	32 	35 	36 	41 	46 	49 	54 	55 	57 	60 	61 	63 	68 	76 	77 	79 	80 	];
K2=[10 	11 	12 	13 	14 	24 	27 	28 	29 	30 	31 	33 	40 	47 	48 	50 	51 	52 	53 	59 	62 	64 	66 	67 	69 	70 	72 	73 	74 	78 	];
K3=[4 	7 	16 	17 	19 	20 	25 	34 	37 	38 	39 	42 	43 	44 	45 	56 	58 	65 	71 	75 	];
DG=[8.160000e+01	4.760000e+01	68	4.250000e+01	8.330000e+01	4.250000e+01	6.460000e+01	6.120000e+01	5.610000e+01	4.760000e+01	7.820000e+01	7.140000e+01	8.330000e+01	3.570000e+01	4.590000e+01	4.760000e+01	4.080000e+01	8.330000e+01	51	7.650000e+01	6.120000e+01	4.420000e+01	6.970000e+01	7.480000e+01	7.650000e+01	6.120000e+01	7.650000e+01	7.140000e+01	4.590000e+01	7.650000e+01	7.820000e+01	6.120000e+01	4.420000e+01	4.250000e+01	5.780000e+01	4.420000e+01	5.270000e+01	7.310000e+01	6.630000e+01	7.990000e+01	5.440000e+01	5.950000e+01	7.310000e+01	4.420000e+01	3.910000e+01	5.610000e+01	6.630000e+01	7.650000e+01	5.610000e+01	4.080000e+01	4.590000e+01	4.760000e+01	7.650000e+01	5.440000e+01	4.250000e+01	6.120000e+01	7.310000e+01	4.760000e+01	68	34	7.990000e+01	4.420000e+01	4.420000e+01	7.820000e+01	8.160000e+01	8.160000e+01	7.310000e+01	4.250000e+01	4.250000e+01	4.080000e+01	6.120000e+01	5.270000e+01	8.330000e+01	4.250000e+01	51	6.970000e+01	7.990000e+01	8.160000e+01	7.820000e+01	4.080000e+01	];
LOAD=[48	28	40	25	49	25	38	36	33	28	46	42	49	21	27	28	24	49	30	45	36	26	41	44	45	36	45	42	27	45	46	36	26	25	34	26	31	43	39	47	32	35	43	26	23	33	39	45	33	24	27	28	45	32	25	36	43	28	40	20	47	26	26	46	48	48	43	25	25	24	36	31	49	25	30	41	47	48	46	24	];
DIST=[[0.000	8.028	4.894	5.159	4.206	4.101	9.226	8.378	7.357	4.351	8.967	4.947	4.681	8.876	8.362	4.001	6.088	7.919	6.689	6.412	4.009	1.540	3.961	7.623	5.328	5.048	6.096	2.894	5.825	2.025	2.525	4.987	6.104	11.162	2.002	7.080	5.312	5.123	6.329	8.313	7.814	9.173	8.006	4.767	3.608	8.204	3.011	6.601	5.330	4.601	9.449	6.567	4.784	8.414	5.583	8.455	7.381	6.829	10.411	8.606	2.621	8.053	4.484	0.609	8.477	1.089	1.980	6.971	7.603	5.395	8.512	7.844	7.706	6.676	5.702	8.805	7.969	5.356	3.803	9.451	]
[8.028	0.000	3.914	7.144	7.863	6.971	7.014	1.838	7.799	5.743	1.042	5.319	6.520	0.900	2.747	5.728	7.230	6.146	1.670	3.150	7.388	7.876	9.309	8.590	7.345	4.687	4.763	5.289	2.541	8.265	5.506	4.136	3.361	5.842	6.051	5.459	5.461	4.453	5.313	9.145	8.770	2.044	0.629	7.728	4.544	9.864	8.735	1.435	5.709	3.702	3.571	5.495	3.302	1.010	9.123	4.398	10.501	1.587	5.196	6.871	7.311	6.122	5.069	7.524	10.458	8.631	6.547	1.925	10.450	9.237	2.219	4.202	9.488	6.561	5.745	2.178	8.534	5.811	4.463	5.204	]
[4.894	3.914	0.000	3.410	3.961	3.072	5.269	3.624	4.717	1.863	4.956	1.598	2.707	4.567	5.642	1.814	3.766	3.966	2.258	4.402	3.481	5.389	5.400	5.410	3.636	1.003	1.843	3.101	1.379	4.543	2.772	3.953	1.215	6.366	2.986	3.008	1.903	0.814	2.391	6.085	5.617	4.443	4.201	3.886	1.493	6.575	4.876	2.812	2.140	2.851	4.555	2.675	2.280	4.698	5.311	3.710	6.859	3.532	5.600	4.797	3.486	4.044	1.182	4.567	7.117	5.174	4.202	3.989	6.868	5.392	3.691	3.110	6.124	3.491	2.351	4.008	5.508	2.245	1.199	4.768	]
[5.159	7.144	3.410	0.000	1.327	1.059	4.391	6.285	2.199	1.636	8.166	1.842	0.753	7.637	9.052	1.894	0.939	3.270	5.488	7.711	1.219	6.415	2.955	2.535	0.240	2.480	2.589	5.281	4.722	3.514	4.607	6.965	3.810	7.239	4.272	2.795	1.696	2.713	2.283	3.252	2.740	7.047	7.522	0.785	3.956	3.419	3.063	6.200	1.458	5.911	6.370	2.327	5.479	8.021	1.997	4.773	3.451	6.941	6.615	3.738	2.549	3.427	2.263	5.236	3.879	4.697	5.769	7.397	3.476	2.156	6.174	4.285	2.922	1.780	1.553	6.513	2.836	1.365	3.728	5.441	]
[4.206	7.863	3.961	1.327	0.000	0.891	5.706	7.245	3.351	2.123	8.903	2.640	1.481	8.455	9.467	2.159	2.191	4.596	6.195	7.922	0.489	5.606	1.673	3.468	1.370	3.224	3.673	5.006	5.340	2.347	4.290	6.961	4.669	8.534	3.805	4.076	2.681	3.450	3.489	4.133	3.646	8.039	8.162	0.624	4.015	4.005	1.754	6.752	2.498	5.996	7.532	3.582	5.684	8.659	1.597	6.005	3.428	7.409	7.891	5.053	1.645	4.753	2.794	4.407	4.318	3.569	5.203	7.810	3.577	1.554	7.183	5.481	3.504	3.106	2.718	7.524	3.849	2.436	3.871	6.731	]
[4.101	6.971	3.072	1.059	0.891	0.000	5.308	6.379	3.256	1.233	8.012	1.779	0.737	7.567	8.610	1.281	1.987	4.094	5.303	7.113	0.433	5.361	2.470	3.574	1.246	2.343	2.881	4.384	4.450	2.538	3.684	6.223	3.793	7.885	3.287	3.445	1.879	2.565	2.786	4.286	3.775	7.179	7.274	0.946	3.231	4.358	2.276	5.869	1.733	5.220	6.745	2.926	4.867	7.771	2.339	5.283	4.084	6.539	7.211	4.662	1.503	4.245	1.903	4.179	4.762	3.683	4.764	6.951	4.181	2.365	6.330	4.732	3.852	2.682	2.016	6.670	3.891	1.692	3.057	6.081	]
[9.226	7.014	5.269	4.391	5.706	5.308	0.000	5.314	2.680	4.890	7.749	4.360	4.615	6.980	9.671	5.255	3.532	1.342	5.890	9.163	5.586	10.212	7.240	3.221	4.339	4.512	3.449	8.297	5.735	7.846	7.822	9.110	4.473	3.593	7.785	2.286	3.959	4.570	3.006	3.275	3.253	5.690	7.612	5.107	6.662	4.259	7.454	6.923	3.905	8.035	4.152	2.731	7.409	8.021	5.622	2.654	5.742	7.759	3.301	0.653	6.773	1.236	4.935	9.143	4.820	8.970	9.231	8.294	5.494	5.911	4.980	2.827	4.193	2.630	3.531	5.203	2.848	3.872	6.351	2.278	]
[8.378	1.838	3.624	6.285	7.245	6.379	5.314	0.000	6.480	5.173	2.437	4.606	5.789	1.668	4.584	5.277	6.152	4.609	1.804	4.754	6.812	8.557	8.836	7.282	6.449	4.048	3.711	5.972	2.565	8.163	5.970	5.423	2.598	4.058	6.385	4.087	4.611	3.839	4.153	7.759	7.442	0.820	2.467	6.975	4.772	8.567	8.430	2.516	4.834	4.688	1.766	4.263	4.120	2.792	8.275	2.661	9.428	3.126	3.380	5.255	7.083	4.556	4.571	7.963	9.174	8.772	7.243	3.592	9.328	8.440	0.381	2.598	8.245	5.320	4.757	0.467	7.157	4.922	4.581	3.383	]
