N=100;
nK1=35;
nK2=40;
nK3=25;
K1=[1 	2 	3 	15 	19 	27 	31 	34 	39 	42 	43 	46 	50 	54 	56 	57 	59 	61 	73 	74 	75 	77 	78 	79 	80 	81 	84 	87 	89 	91 	92 	93 	95 	97 	100 	];
K2=[4 	6 	9 	10 	11 	13 	20 	21 	22 	23 	25 	28 	29 	30 	32 	35 	37 	40 	41 	47 	48 	52 	53 	55 	60 	62 	64 	66 	67 	70 	71 	76 	82 	85 	86 	88 	90 	94 	98 	99 	];
K3=[5 	7 	8 	12 	14 	16 	17 	18 	24 	26 	33 	36 	38 	44 	45 	49 	51 	58 	63 	65 	68 	69 	72 	83 	96 	];
DG=[4.050000e+01	6.750000e+01	57	4.350000e+01	3.150000e+01	6.450000e+01	60	69	51	3.150000e+01	45	6.750000e+01	5.250000e+01	69	36	6.150000e+01	3.450000e+01	33	42	72	5.850000e+01	39	51	6.150000e+01	3.150000e+01	6.450000e+01	36	5.550000e+01	39	6.150000e+01	39	48	5.850000e+01	51	72	3.150000e+01	63	3.150000e+01	5.550000e+01	4.950000e+01	4.650000e+01	66	36	69	7.050000e+01	75	7.350000e+01	57	51	69	4.050000e+01	30	57	36	5.550000e+01	7.050000e+01	33	6.150000e+01	3.150000e+01	3.750000e+01	57	5.250000e+01	6.150000e+01	66	5.250000e+01	57	48	54	4.650000e+01	3.750000e+01	57	4.650000e+01	5.850000e+01	33	33	3.150000e+01	5.250000e+01	30	60	4.950000e+01	63	63	4.950000e+01	6.750000e+01	45	4.050000e+01	7.350000e+01	4.350000e+01	51	3.450000e+01	4.350000e+01	42	3.750000e+01	4.650000e+01	5.850000e+01	4.350000e+01	69	3.750000e+01	3.150000e+01	63	];
LOAD=[27	45	38	29	21	43	40	46	34	21	30	45	35	46	24	41	23	22	28	48	39	26	34	41	21	43	24	37	26	41	26	32	39	34	48	21	42	21	37	33	31	44	24	46	47	50	49	38	34	46	27	20	38	24	37	47	22	41	21	25	38	35	41	44	35	38	32	36	31	25	38	31	39	22	22	21	35	20	40	33	42	42	33	45	30	27	49	29	34	23	29	28	25	31	39	29	46	25	21	42	];
DIST=[[0.000	3.913	3.549	3.189	2.601	5.665	1.020	5.955	4.405	7.085	4.015	3.405	5.934	5.645	2.491	3.784	4.603	3.938	1.977	1.809	2.416	3.214	2.703	3.741	3.811	4.920	3.979	3.880	3.751	2.752	3.180	3.089	3.203	3.951	1.075	4.152	5.710	2.867	5.933	4.118	2.856	5.791	3.472	4.134	1.191	3.498	3.089	5.747	2.418	3.710	0.887	2.158	0.879	3.266	5.904	2.772	5.759	4.333	1.671	5.575	4.934	3.258	3.464	5.285	1.074	3.459	3.465	5.177	5.018	2.406	5.352	4.393	3.719	4.187	4.168	4.670	4.510	4.756	2.706	5.205	3.250	3.998	2.874	3.252	6.072	3.490	5.337	4.471	1.173	3.585	3.258	2.561	5.560	5.955	2.208	4.598	5.220	4.922	5.137	4.908	]
[3.913	0.000	4.366	3.635	2.122	8.812	2.983	8.793	8.041	5.235	7.912	3.896	9.294	6.122	2.087	4.396	5.104	1.436	5.251	2.854	1.753	4.506	3.822	7.418	4.107	8.608	5.590	1.636	0.643	6.374	6.865	3.151	1.375	7.487	3.047	8.034	3.403	1.254	8.376	3.466	2.763	7.982	6.485	5.641	3.253	4.279	5.422	8.750	1.881	1.796	3.294	6.032	3.434	2.443	4.304	6.629	7.980	7.131	2.382	3.320	8.012	4.837	0.597	2.063	3.263	6.685	2.066	2.317	1.105	6.157	7.434	7.804	7.353	3.872	3.390	1.586	2.098	2.094	2.776	5.583	6.192	2.019	6.630	7.135	3.468	1.652	6.704	7.178	4.386	5.717	0.800	6.355	8.771	3.529	5.943	6.749	8.488	6.911	1.246	2.512	]
[3.549	4.366	0.000	6.157	2.336	5.056	3.004	4.774	7.439	4.142	6.407	0.479	5.727	2.145	2.427	6.914	7.773	3.205	5.488	2.152	2.906	0.501	0.870	4.691	0.531	5.677	1.298	2.990	3.770	5.982	6.280	1.216	2.991	7.137	2.812	5.851	3.513	4.294	4.159	1.467	5.454	3.690	6.967	1.307	2.493	0.087	1.743	4.866	4.393	2.744	3.973	4.313	2.740	5.582	8.202	4.636	3.698	3.298	3.912	3.391	4.288	0.816	4.393	6.414	2.618	6.886	5.499	6.592	5.140	5.525	3.136	4.524	4.550	1.161	1.589	3.782	3.131	6.277	1.641	1.666	6.769	5.830	5.908	5.144	4.003	2.778	2.348	3.259	2.670	1.716	4.328	5.577	5.088	7.733	5.386	2.536	8.525	2.615	5.057	6.626	]
[3.189	3.635	6.157	0.000	4.145	8.797	3.203	9.135	5.428	8.584	6.003	5.835	8.983	8.291	4.008	0.810	1.645	4.693	2.862	4.006	3.564	5.984	5.307	6.663	6.210	7.762	6.938	4.794	4.001	4.024	4.511	5.218	4.096	4.805	3.400	6.651	6.832	2.514	9.116	6.066	0.887	8.947	3.448	7.070	3.755	6.083	6.196	8.909	2.014	4.792	2.372	4.920	3.612	1.239	2.907	5.500	8.918	7.522	2.257	6.724	8.094	6.146	3.052	3.561	3.647	3.796	1.674	3.183	4.430	4.085	8.483	7.464	6.683	6.329	6.054	5.144	5.444	2.811	4.709	7.781	3.162	2.073	4.457	5.833	6.999	4.540	8.291	7.659	4.339	6.670	2.886	4.325	8.675	3.384	3.899	7.725	5.401	8.025	4.687	2.676	]
[2.601	2.122	2.336	4.145	0.000	6.734	1.602	6.679	7.006	4.646	6.486	1.899	7.257	4.314	0.140	4.948	5.790	1.433	4.454	0.916	0.607	2.406	1.705	5.553	2.200	6.718	3.494	1.323	1.618	5.349	5.780	1.168	0.823	6.545	1.526	6.362	3.129	1.982	6.255	1.921	3.336	5.871	5.909	3.560	1.518	2.249	3.309	6.652	2.195	1.123	2.463	4.419	1.809	3.359	5.895	4.959	5.868	5.028	1.947	2.996	5.932	2.724	2.066	4.118	1.595	5.973	3.215	4.267	3.066	5.005	5.327	5.808	5.464	2.199	1.913	2.184	1.915	3.942	0.695	3.778	5.649	3.507	5.469	5.492	3.474	0.933	4.680	5.066	2.578	3.595	1.992	5.150	6.706	5.397	4.809	4.631	7.773	4.805	3.067	4.290	]
[5.665	8.812	5.056	8.797	6.734	0.000	6.121	0.890	6.322	8.793	4.636	5.472	0.806	5.285	6.743	9.272	10.004	8.018	6.443	5.963	7.065	4.657	5.157	2.424	5.568	2.052	3.856	7.831	8.352	5.919	5.798	6.022	7.553	6.472	5.975	3.427	8.548	8.178	1.833	6.522	8.520	2.375	7.336	3.939	5.672	5.117	3.467	0.422	7.916	7.576	6.548	4.043	5.604	8.909	11.568	3.622	2.310	1.763	7.175	8.431	0.802	4.285	8.590	10.637	5.707	6.984	9.055	10.642	9.801	5.498	2.623	1.407	2.322	6.180	6.645	8.698	8.121	10.243	6.186	5.371	7.333	9.555	5.500	3.617	9.042	7.520	3.907	1.802	4.649	3.344	8.436	5.336	0.212	11.553	5.552	2.722	7.753	2.894	9.793	10.465	]
[1.020	2.983	3.004	3.203	1.602	6.121	0.000	6.275	5.416	6.180	5.011	2.746	6.498	5.149	1.485	3.930	4.786	2.918	2.864	0.937	1.400	2.788	2.137	4.471	3.146	5.664	3.740	2.862	2.760	3.751	4.192	2.275	2.183	4.945	0.198	5.054	4.730	2.085	6.090	3.274	2.612	5.847	4.337	3.868	0.556	2.936	3.077	6.138	1.802	2.697	0.988	3.054	0.517	2.885	5.598	3.647	5.826	4.598	1.091	4.596	5.345	2.944	2.598	4.558	0.460	4.380	2.962	4.527	4.082	3.423	5.354	4.967	4.420	3.415	3.307	3.650	3.498	4.123	1.823	4.662	4.088	3.441	3.892	4.157	5.075	2.474	5.089	4.699	1.488	3.522	2.410	3.581	6.045	5.445	3.222	4.598	6.173	4.873	4.178	4.347	]
[5.955	8.793	4.774	9.135	6.679	0.890	6.275	0.000	7.089	8.265	5.421	5.223	1.637	4.671	6.706	9.666	10.432	7.876	6.957	5.985	7.073	4.435	5.022	3.109	5.256	2.917	3.501	7.677	8.289	6.550	6.477	5.845	7.481	7.195	6.112	4.231	8.187	8.275	1.004	6.215	8.780	1.601	7.960	3.548	5.783	4.844	3.371	0.471	8.076	7.423	6.818	4.576	5.764	9.131	11.826	4.236	1.541	1.683	7.357	8.078	1.114	4.066	8.628	10.699	5.837	7.632	9.237	10.745	9.730	6.104	1.964	2.067	2.980	5.840	6.339	8.518	7.897	10.360	6.077	4.829	7.932	9.712	6.157	4.313	8.681	7.396	3.276	1.616	4.857	3.125	8.491	5.963	1.095	11.718	6.134	2.274	8.514	2.343	9.696	10.613	]
[4.405	8.041	7.439	5.428	7.006	6.322	5.416	7.089	0.000	11.372	1.695	7.470	6.000	9.208	6.896	5.322	5.621	8.320	2.807	6.182	6.783	6.976	6.743	4.005	7.847	4.386	7.245	8.276	8.029	1.679	1.226	7.359	7.577	0.625	5.480	2.914	10.102	6.821	7.671	8.375	5.853	7.892	2.085	7.422	5.545	7.419	6.143	6.660	6.216	8.113	4.773	3.194	5.232	6.386	8.150	3.120	7.832	6.181	5.665	9.966	6.032	6.829	7.493	8.819	5.443	1.668	6.781	8.522	9.110	2.006	7.711	5.031	4.153	8.350	8.445	9.034	8.914	8.114	7.050	8.906	2.325	7.308	1.559	2.838	10.474	7.889	8.369	6.388	4.817	6.579	7.275	1.892	6.120	8.806	2.198	7.146	1.432	7.521	9.286	8.062	]
[7.085	5.235	4.142	8.584	4.646	8.793	6.180	8.265	11.372	0.000	10.498	3.966	9.551	3.649	4.783	9.392	10.185	3.917	9.035	5.282	5.123	4.643	4.667	8.821	3.642	9.755	5.020	3.795	4.687	9.793	10.164	4.019	4.492	10.989	6.054	9.992	1.837	6.096	7.384	2.997	7.707	6.776	10.516	4.902	5.895	4.129	5.845	8.503	6.573	3.795	7.102	8.373	6.209	7.542	9.485	8.750	6.819	7.148	6.548	1.915	8.115	4.929	5.697	6.912	6.011	10.540	7.233	7.329	5.147	9.384	6.315	8.551	8.676	3.061	2.930	3.672	3.173	7.231	4.381	3.437	10.268	7.253	9.814	9.268	1.918	4.050	5.019	7.043	6.568	5.679	5.801	9.481	8.877	8.536	9.212	6.071	12.301	5.929	4.884	7.665	]
[4.015	7.912	6.407	6.003	6.486	4.636	5.011	5.421	1.695	10.498	0.000	6.532	4.306	7.956	6.401	6.117	6.602	7.894	3.141	5.588	6.408	5.915	5.835	2.385	6.873	2.693	5.981	7.807	7.764	2.019	1.608	6.578	7.178	1.962	5.014	1.220	9.434	6.791	6.052	7.541	6.197	6.319	3.213	6.154	4.968	6.404	4.902	4.983	6.248	7.607	4.655	2.134	4.684	6.720	8.884	1.783	6.257	4.640	5.573	9.297	4.388	5.702	7.429	9.055	4.895	2.780	7.056	8.841	9.015	1.927	6.191	3.380	2.544	7.437	7.628	8.640	8.387	8.417	6.366	7.719	3.343	7.607	1.555	1.335	9.853	7.414	6.979	4.848	4.002	5.279	7.216	1.690	4.432	9.340	2.127	5.692	3.125	6.060	9.146	8.452	]
[3.405	3.896	0.479	5.835	1.899	5.472	2.746	5.223	7.470	3.966	6.532	0.000	6.122	2.463	2.000	6.607	7.465	2.726	5.374	1.843	2.485	0.820	0.731	4.951	0.407	5.983	1.769	2.512	3.296	5.957	6.286	0.750	2.522	7.133	2.564	6.056	3.157	3.874	4.630	1.100	5.101	4.167	6.865	1.785	2.276	0.396	2.079	5.298	4.012	2.265	3.732	4.410	2.553	5.199	7.788	4.785	4.175	3.709	3.579	3.029	4.693	1.189	3.942	5.949	2.404	6.813	5.093	6.137	4.662	5.517	3.613	4.864	4.818	0.906	1.215	3.312	2.674	5.829	1.210	1.946	6.652	5.405	5.922	5.307	3.638	2.300	2.809	3.684	2.656	2.130	3.884	5.589	5.494	7.288	5.364	3.002	8.498	3.092	4.579	6.185	]
[5.934	9.294	5.727	8.983	7.257	0.806	6.498	1.637	6.000	9.551	4.306	6.122	0.000	6.075	7.253	9.399	10.092	8.586	6.471	6.442	7.541	5.302	5.748	2.369	6.248	1.615	4.574	8.408	8.867	5.810	5.622	6.627	8.080	6.222	6.368	3.089	9.236	8.579	2.621	7.193	8.782	3.177	7.217	4.670	6.089	5.782	4.069	1.203	8.268	8.155	6.821	4.103	5.986	9.200	11.813	3.597	3.112	2.439	7.516	9.116	1.448	4.934	9.031	11.050	6.110	6.837	9.380	11.022	10.313	5.428	3.428	1.543	2.318	6.869	7.315	9.285	8.737	10.614	6.748	6.143	7.247	9.896	5.361	3.472	9.728	8.080	4.704	2.516	5.011	4.012	8.866	5.242	0.678	11.879	5.512	3.487	7.427	3.682	10.324	10.810	]
[5.645	6.122	2.145	8.291	4.314	5.285	5.149	4.671	9.208	3.649	7.956	2.463	6.075	0.000	4.429	9.055	9.913	4.761	7.533	4.286	4.916	2.431	3.013	5.859	2.117	6.571	1.976	4.540	5.484	7.888	8.121	3.149	4.802	8.986	4.957	7.162	4.045	6.295	3.752	2.671	7.564	3.138	8.985	1.802	4.634	2.215	3.071	4.955	6.470	4.340	6.115	6.014	4.869	7.654	10.202	6.186	3.184	3.804	6.037	3.974	4.691	2.443	6.277	8.179	4.758	8.861	7.529	8.429	6.678	7.409	2.708	5.324	5.694	2.252	2.762	5.116	4.384	8.159	3.650	0.542	8.807	7.807	7.742	6.627	4.501	4.470	1.395	3.655	4.651	2.678	6.252	7.422	5.397	9.619	7.298	2.623	10.403	2.393	6.525	8.540	]
[2.491	2.087	2.427	4.008	0.140	6.743	1.485	6.706	6.896	4.783	6.401	2.000	7.253	4.429	0.000	4.810	5.653	1.500	4.328	0.860	0.487	2.474	1.763	5.513	2.313	6.684	3.562	1.407	1.615	5.235	5.671	1.280	0.843	6.430	1.419	6.299	3.254	1.874	6.301	2.059	3.203	5.928	5.779	3.633	1.436	2.341	3.335	6.669	2.066	1.220	2.330	4.345	1.718	3.235	5.788	4.892	5.923	5.048	1.806	3.122	5.941	2.782	1.994	4.057	1.506	5.848	3.101	4.192	3.061	4.897	5.386	5.793	5.428	2.331	2.052	2.251	2.019	3.860	0.791	3.895	5.518	3.405	5.363	5.424	3.591	1.014	4.766	5.092	2.519	3.637	1.908	5.046	6.710	5.311	4.699	4.683	7.650	4.865	3.075	4.200	]
[3.784	4.396	6.914	0.810	4.948	9.272	3.930	9.666	5.322	9.392	6.117	6.607	9.399	9.055	4.810	0.000	0.858	5.496	3.039	4.770	4.371	6.718	6.056	7.045	6.987	8.094	7.642	5.600	4.791	4.099	4.551	6.007	4.905	4.698	4.127	6.887	7.634	3.312	9.709	6.868	1.686	9.574	3.255	7.780	4.475	6.842	6.849	9.412	2.824	5.601	3.036	5.299	4.304	1.958	2.829	5.844	9.542	8.090	3.040	7.527	8.600	6.861	3.824	4.076	4.360	3.655	2.370	3.644	5.128	4.253	9.128	7.907	7.082	7.124	6.858	5.928	6.246	3.321	5.499	8.551	2.997	2.675	4.564	6.121	7.791	5.350	9.002	8.238	4.954	7.334	3.668	4.489	9.137	3.583	4.091	8.372	5.085	8.685	5.395	3.098	]
[4.603	5.104	7.773	1.645	5.790	10.004	4.786	10.432	5.621	10.185	6.602	7.465	10.092	9.913	5.653	0.858	0.000	6.274	3.646	5.627	5.206	7.574	6.914	7.726	7.844	8.732	8.492	6.390	5.543	4.592	5.002	6.859	5.712	5.012	4.983	7.463	8.407	4.090	10.509	7.710	2.486	10.392	3.539	8.631	5.329	7.700	7.682	10.162	3.640	6.405	3.881	5.991	5.153	2.669	2.709	6.508	10.359	8.880	3.894	8.304	9.353	7.714	4.553	4.503	5.214	3.971	3.041	4.029	5.743	4.815	9.954	8.624	7.775	7.973	7.697	6.665	7.024	3.769	6.350	9.408	3.325	3.243	5.071	6.742	8.542	6.156	9.852	9.034	5.776	8.171	4.415	5.043	9.862	3.703	4.675	9.200	5.164	9.518	6.021	3.469	]
[3.938	1.436	3.205	4.693	1.433	8.018	2.918	7.876	8.320	3.917	7.894	2.726	8.586	4.761	1.500	5.496	6.274	0.000	5.655	2.349	1.537	3.454	2.865	6.971	2.852	8.128	4.491	0.223	0.810	6.646	7.100	2.037	0.745	7.826	2.887	7.795	2.139	2.186	7.344	2.090	3.809	6.892	7.045	4.511	2.936	3.122	4.553	7.898	2.704	0.461	3.608	5.845	3.210	3.625	5.731	6.390	6.900	6.275	2.846	2.031	7.218	3.816	1.801	3.439	3.001	7.165	3.323	3.739	1.951	6.337	6.339	7.176	6.878	2.516	2.001	0.752	0.751	3.531	1.838	4.228	6.768	3.394	6.808	6.923	2.339	0.513	5.473	6.286	4.011	4.752	1.888	6.499	8.007	4.958	6.133	5.709	8.982	5.817	1.853	3.948	]
